Motif Number,C11,C21,C31,C41,C12,C22,C32,C42,C13,C23,C33,C43,C14,C24,C34,C44,x_o,y1_o,y2_o,z_o,T,T1,min_alpha,max_alpha,min_kappa,max_kappa,basal_e,t_duration,n_sampling,max_s,eta_t3
1663,0,-1,1,1,0,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1664,0,-1,1,1,0,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1665,0,-1,1,1,0,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1666,0,-1,1,1,0,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1667,0,-1,1,1,0,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1668,0,-1,1,1,0,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1669,0,-1,1,1,0,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1670,0,-1,1,1,0,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1671,0,-1,1,1,0,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1672,0,-1,1,1,0,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1673,0,-1,1,1,0,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1674,0,-1,1,1,0,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1675,0,-1,1,1,0,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1676,0,-1,1,1,0,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1677,0,-1,1,1,0,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1678,0,-1,1,1,0,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1679,0,-1,1,1,0,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1680,0,-1,1,1,0,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1681,0,-1,1,1,0,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1682,0,-1,1,1,0,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1683,0,-1,1,1,0,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1684,0,-1,1,1,0,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1685,0,-1,1,1,0,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1686,0,-1,1,1,0,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1687,0,-1,1,1,0,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1688,0,-1,1,1,0,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1689,0,-1,1,1,0,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1690,0,-1,1,1,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1691,0,-1,1,1,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1692,0,-1,1,1,0,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1693,0,-1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1694,0,-1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1695,0,-1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1696,0,-1,1,1,0,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1697,0,-1,1,1,0,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1698,0,-1,1,1,0,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1699,0,-1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1700,0,-1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1701,0,-1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1702,0,-1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1703,0,-1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1704,0,-1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1705,0,-1,1,1,0,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1706,0,-1,1,1,0,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1707,0,-1,1,1,0,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1708,0,-1,1,1,0,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1709,0,-1,1,1,0,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1710,0,-1,1,1,0,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1711,0,-1,1,1,0,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1712,0,-1,1,1,0,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1713,0,-1,1,1,0,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1714,0,-1,1,1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1715,0,-1,1,1,0,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1716,0,-1,1,1,0,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1717,0,-1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1718,0,-1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1719,0,-1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1720,0,-1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1721,0,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1722,0,-1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1723,0,-1,1,1,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1724,0,-1,1,1,0,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1725,0,-1,1,1,0,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1726,0,-1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1727,0,-1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1728,0,-1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1729,0,-1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1730,0,-1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1731,0,-1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1732,0,-1,1,1,1,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1733,0,-1,1,1,1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1734,0,-1,1,1,1,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1735,0,-1,1,1,1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1736,0,-1,1,1,1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1737,0,-1,1,1,1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1738,0,-1,1,1,1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1739,0,-1,1,1,1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1740,0,-1,1,1,1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1741,0,-1,1,1,1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1742,0,-1,1,1,1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1743,0,-1,1,1,1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1744,0,-1,1,1,1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1745,0,-1,1,1,1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1746,0,-1,1,1,1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1747,0,-1,1,1,1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1748,0,-1,1,1,1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1749,0,-1,1,1,1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1750,0,-1,1,1,1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1751,0,-1,1,1,1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1752,0,-1,1,1,1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1753,0,-1,1,1,1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1754,0,-1,1,1,1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1755,0,-1,1,1,1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1756,0,-1,1,1,1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1757,0,-1,1,1,1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1758,0,-1,1,1,1,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1759,0,-1,1,1,1,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1760,0,-1,1,1,1,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1761,0,-1,1,1,1,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1762,0,-1,1,1,1,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1763,0,-1,1,1,1,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1764,0,-1,1,1,1,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1765,0,-1,1,1,1,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1766,0,-1,1,1,1,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1767,0,-1,1,1,1,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1768,0,-1,1,1,1,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1769,0,-1,1,1,1,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1770,0,-1,1,1,1,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1771,0,-1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1772,0,-1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1773,0,-1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1774,0,-1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1775,0,-1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1776,0,-1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1777,0,-1,1,1,1,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1778,0,-1,1,1,1,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1779,0,-1,1,1,1,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1780,0,-1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1781,0,-1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1782,0,-1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1783,0,-1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1784,0,-1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1785,0,-1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1786,0,-1,1,1,1,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1787,0,-1,1,1,1,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1788,0,-1,1,1,1,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1789,0,-1,1,1,1,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1790,0,-1,1,1,1,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1791,0,-1,1,1,1,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1792,0,-1,1,1,1,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1793,0,-1,1,1,1,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1794,0,-1,1,1,1,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1795,0,-1,1,1,1,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1796,0,-1,1,1,1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1797,0,-1,1,1,1,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1798,0,-1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1799,0,-1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1800,0,-1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1801,0,-1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1802,0,-1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1803,0,-1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1804,0,-1,1,1,1,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1805,0,-1,1,1,1,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1806,0,-1,1,1,1,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1807,0,-1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1808,0,-1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1809,0,-1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1810,0,-1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1811,0,-1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1812,0,-1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1813,0,0,0,-1,-1,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1814,0,0,0,-1,-1,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1815,0,0,0,-1,-1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1816,0,0,0,-1,-1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1817,0,0,0,-1,-1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1818,0,0,0,-1,-1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1819,0,0,0,-1,-1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1820,0,0,0,-1,-1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1821,0,0,0,-1,-1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1822,0,0,0,-1,-1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1823,0,0,0,-1,-1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1824,0,0,0,-1,-1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1825,0,0,0,-1,-1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1826,0,0,0,-1,-1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1827,0,0,0,-1,-1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1828,0,0,0,-1,-1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1829,0,0,0,-1,-1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1830,0,0,0,-1,-1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1831,0,0,0,-1,-1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1832,0,0,0,-1,-1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1833,0,0,0,-1,-1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1834,0,0,0,-1,-1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1835,0,0,0,-1,-1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1836,0,0,0,-1,-1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1837,0,0,0,-1,-1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1838,0,0,0,-1,-1,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1839,0,0,0,-1,-1,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1840,0,0,0,-1,-1,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
1841,0,0,0,-1,-1,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
